stem,seq,frame_idx,n_gt,n_pred_10_super,mean_conf_10_super,n_pred_25_super,mean_conf_25_super,n_pred_50_super,mean_conf_50_super,n_pred_75_super,mean_conf_75_super,top10_mean_conf_super,n_pred_all_super,mean_conf_all_super,n_pred_10_base,mean_conf_10_base,n_pred_25_base,mean_conf_25_base,n_pred_50_base,mean_conf_50_base,n_pred_75_base,mean_conf_75_base,top10_mean_conf_base,n_pred_all_base,mean_conf_all_base,ap5095_super,ap5095_base
0005_000233,0005,233,4,8,0.42213988304138184,5,0.5785031914710999,4,0.6478273272514343,0,nan,0.35403257608413696,45,0.08406975120306015,9,0.3726198971271515,4,0.6580100655555725,4,0.6580100655555725,0,nan,0.34236928820610046,49,0.0773666650056839,0.2985,0.3048043117847719
0005_000234,0005,234,4,8,0.3857613205909729,4,0.6265395879745483,3,0.6962908506393433,0,nan,0.31972190737724304,45,0.07867465168237686,7,0.43187955021858215,5,0.5475429892539978,3,0.691386878490448,0,nan,0.32151153683662415,58,0.0641319528222084,0.2771010718190936,0.27699500035917385
0005_000235,0005,235,4,5,0.5057575106620789,4,0.6022334098815918,3,0.6711663603782654,0,nan,0.285623162984848,54,0.06159999966621399,6,0.4446690082550049,4,0.5966957211494446,3,0.6716394424438477,0,nan,0.2977299690246582,70,0.05241655185818672,0.2173278145758994,0.2441161253959859
0005_000236,0005,236,4,6,0.5081110596656799,4,0.7061548233032227,4,0.7061548233032227,1,0.8085924386978149,0.327994704246521,34,0.10148514062166214,6,0.5161437392234802,4,0.6944429874420166,4,0.6944429874420166,1,0.7979798316955566,0.33892735838890076,52,0.07138750702142715,0.30115428590237564,0.28992935020997307
0005_000237,0005,237,4,6,0.486907958984375,4,0.659672737121582,3,0.7398604154586792,1,0.793861985206604,0.3232015073299408,46,0.07592520862817764,6,0.49695253372192383,4,0.6675698757171631,3,0.729616105556488,1,0.7835285067558289,0.32537201046943665,64,0.0600014366209507,0.34146150002013664,0.35428150919293594
0005_000238,0005,238,4,7,0.45016026496887207,4,0.6872974634170532,3,0.7602519989013672,2,0.7780443429946899,0.335549920797348,66,0.06292784959077835,8,0.42600688338279724,4,0.7081058025360107,4,0.7081058025360107,2,0.7796159982681274,0.35976728796958923,74,0.06143944337964058,0.3347864956822112,0.3254154492791581
0005_000239,0005,239,5,5,0.5888069272041321,4,0.7093735933303833,4,0.7093735933303833,2,0.8049767017364502,0.33177900314331055,64,0.06372185796499252,8,0.43868106603622437,4,0.7361312508583069,4,0.7361312508583069,2,0.806968092918396,0.3661734461784363,67,0.06734617799520493,0.2843825773969293,0.2958285257676616
0005_000240,0005,240,5,9,0.408760130405426,5,0.5815457701683044,3,0.7715388536453247,2,0.8172975778579712,0.37761932611465454,77,0.05705208703875542,9,0.388043075799942,4,0.682834267616272,3,0.7678635120391846,2,0.8070128560066223,0.3592222034931183,80,0.056454118341207504,0.48317905395850547,0.3233773817010224
0005_000241,0005,241,6,6,0.5414294004440308,5,0.6009090542793274,3,0.7888146638870239,2,0.8229246139526367,0.3501119613647461,64,0.06455791741609573,9,0.39372506737709045,4,0.7016969323158264,3,0.7885408401489258,2,0.8317489624023438,0.3611057996749878,70,0.06217891350388527,0.42717105275033074,0.304840280277413
0005_000242,0005,242,6,8,0.44839227199554443,5,0.6354649662971497,4,0.722491979598999,1,0.8976285457611084,0.3770778179168701,65,0.07206375896930695,12,0.3539853096008301,5,0.6443632245063782,4,0.7331111431121826,1,0.9021193981170654,0.40091606974601746,71,0.0731399729847908,0.4269722228921077,0.4470153362316099
0005_000243,0005,243,6,5,0.49599695205688477,4,0.5591992139816284,2,0.7878844738006592,1,0.88588947057724,0.278364360332489,48,0.06331704556941986,6,0.5023947954177856,6,0.5023947954177856,2,0.7861473560333252,1,0.8875730037689209,0.3198668658733368,55,0.06423886865377426,0.4164209774127728,0.43473729969537367
0005_000244,0005,244,6,6,0.5024489760398865,5,0.5720160603523254,3,0.6655070185661316,1,0.7610575556755066,0.3265213668346405,53,0.06701857596635818,6,0.48202237486839294,5,0.5292244553565979,3,0.6603788137435913,1,0.7658227682113647,0.30943062901496887,59,0.059463709592819214,0.40971774235970626,0.37161461510507154
0005_000245,0005,245,5,7,0.4335586130619049,5,0.5292657613754272,2,0.7391090393066406,1,0.7692368626594543,0.32775232195854187,63,0.058114130049943924,8,0.38701140880584717,5,0.5442861914634705,2,0.7420141100883484,1,0.7712591886520386,0.3251659870147705,64,0.058405134826898575,0.48947058830410245,0.5520833335071802
0005_000246,0005,246,5,7,0.41791850328445435,4,0.6153439879417419,3,0.67545485496521,1,0.7739949226379395,0.3087436258792877,56,0.06233309954404831,7,0.41658738255500793,4,0.6330918073654175,3,0.6897763609886169,1,0.7838835716247559,0.3091611862182617,64,0.057549506425857544,0.46050000013411047,0.4531206900756806
0005_000247,0005,247,5,6,0.48163580894470215,5,0.5436654090881348,3,0.6289048194885254,0,nan,0.3189828395843506,46,0.07550015300512314,8,0.3931688666343689,5,0.5466896295547485,4,0.5978801250457764,0,nan,0.32827678322792053,64,0.06088320538401604,0.3909285716321319,0.37766300385724755
0005_000248,0005,248,4,8,0.37666210532188416,5,0.5176979303359985,2,0.6870272159576416,0,nan,0.3125205338001251,72,0.04954445734620094,9,0.36410072445869446,5,0.5442227721214294,4,0.6075658798217773,0,nan,0.336813360452652,66,0.05854683369398117,0.39596581230967964,0.35231680220692746
0005_000249,0005,249,4,8,0.40110111236572266,5,0.537960946559906,3,0.6740261912345886,0,nan,0.33704403042793274,64,0.06025870889425278,8,0.3962478041648865,4,0.6447809934616089,3,0.7170366048812866,0,nan,0.33229467272758484,72,0.05409086123108864,0.48344605661413487,0.5002357502251547
0005_000250,0005,250,4,8,0.3826291561126709,4,0.6134134531021118,3,0.6978445053100586,0,nan,0.3217971622943878,64,0.05952151492238045,8,0.38793206214904785,4,0.6351791620254517,3,0.7155551910400391,0,nan,0.32775360345840454,64,0.059692010283470154,0.5596357898609066,0.5851475263268826
0005_000251,0005,251,4,11,0.35286229848861694,6,0.5239818692207336,2,0.7663992643356323,1,0.8214054703712463,0.37758195400238037,51,0.0870269238948822,10,0.376227468252182,5,0.582293689250946,3,0.7421935796737671,1,0.8048154711723328,0.376227468252182,53,0.07955020666122437,0.4645211809233901,0.45022272167484134
0005_000252,0005,252,4,9,0.4218175411224365,6,0.5475496053695679,4,0.6509566307067871,1,0.8034326434135437,0.3891926407814026,62,0.07525409013032913,11,0.354714959859848,7,0.4655483365058899,4,0.5865309238433838,0,nan,0.3762851059436798,52,0.08820316940546036,0.5166037501567416,0.5340481251670374
0005_000253,0005,253,4,4,0.5662434101104736,4,0.5662434101104736,2,0.7200493216514587,0,nan,0.2671930193901062,52,0.058663662523031235,5,0.4457120895385742,3,0.6141079664230347,2,0.6922158002853394,0,nan,0.2522583305835724,44,0.06452547013759613,0.5594839287692259,0.5684187504132446
0005_000254,0005,254,5,5,0.5294200778007507,4,0.6306667923927307,3,0.6767279505729675,1,0.7860586643218994,0.2955249845981598,51,0.06604399532079697,7,0.4042697250843048,4,0.6161609292030334,3,0.7259895205497742,1,0.855108916759491,0.3064957559108734,54,0.06829272955656052,0.5631918604485691,0.5827128379670903
0005_000255,0005,255,5,4,0.5904030799865723,3,0.7238926887512207,3,0.7238926887512207,1,0.8473979234695435,0.2816290557384491,49,0.0636153593659401,4,0.5360298156738281,3,0.6568537950515747,3,0.6568537950515747,0,nan,0.2541343867778778,62,0.04867026209831238,0.5576838235482573,0.556820121794939
0005_000256,0005,256,6,6,0.4085012376308441,4,0.5370430946350098,3,0.6287987232208252,0,nan,0.2600075900554657,57,0.0511510968208313,6,0.41006892919540405,4,0.5469549894332886,3,0.638889491558075,0,nan,0.2697954475879669,50,0.061216723173856735,0.4942500001047067,0.5354090911705575
0005_000257,0005,257,7,5,0.5030509233474731,5,0.5030509233474731,3,0.6120642423629761,0,nan,0.2794710695743561,50,0.0612797774374485,5,0.5754715800285339,5,0.5754715800285339,4,0.640450656414032,0,nan,0.3170164227485657,58,0.061291538178920746,0.40936231497856934,0.37650341706480084
0005_000258,0005,258,6,7,0.41666272282600403,5,0.5194767117500305,3,0.6562700271606445,0,nan,0.3141929805278778,64,0.057484377175569534,8,0.400107741355896,6,0.4713851809501648,3,0.6545015573501587,0,nan,0.3339425027370453,66,0.05938751995563507,0.2769254730957456,0.2866844770029565
0005_000259,0005,259,7,10,0.39782482385635376,7,0.49517297744750977,4,0.6134573221206665,0,nan,0.39782482385635376,66,0.07070630043745041,12,0.336469829082489,6,0.5205384492874146,4,0.60133957862854,0,nan,0.3819296956062317,71,0.06463588774204254,0.3155743159150838,0.30367260172878985
0005_000260,0005,260,7,11,0.36447674036026,6,0.5412583351135254,3,0.6909794211387634,0,nan,0.39076241850852966,79,0.06725054979324341,11,0.3525344431400299,6,0.5417010188102722,4,0.6412229537963867,0,nan,0.37755465507507324,91,0.057381946593523026,0.35339319014224113,0.3295305932027294
0005_000261,0005,261,7,7,0.43721964955329895,4,0.6698180437088013,4,0.6698180437088013,1,0.7615057229995728,0.32813504338264465,50,0.07502647489309311,9,0.380620539188385,4,0.6791967749595642,4,0.6791967749595642,0,nan,0.35227900743484497,59,0.07517406344413757,0.43062474054222744,0.40317863014926714
0005_000262,0005,262,7,6,0.5326937437057495,5,0.6093308329582214,4,0.6626677513122559,0,nan,0.34684619307518005,61,0.062235210090875626,7,0.4843675494194031,5,0.623883068561554,4,0.6727522611618042,1,0.7535474300384521,0.36434707045555115,73,0.059714484959840775,0.3711517019506224,0.3735693573109692
0005_000263,0005,263,7,8,0.4531058967113495,6,0.5564416646957397,4,0.6807864904403687,1,0.7941619753837585,0.3795071542263031,70,0.06562601774930954,13,0.33000293374061584,5,0.6190260052680969,4,0.6794294118881226,1,0.7740987539291382,0.39491918683052063,81,0.0680665597319603,0.3978591236927112,0.40750710018190295
0005_000264,0005,264,8,7,0.46945396065711975,5,0.5975098013877869,4,0.6827678680419922,1,0.8118348717689514,0.34641674160957336,70,0.05754709988832474,10,0.3814201354980469,5,0.6233278512954712,4,0.6737879514694214,1,0.8202422857284546,0.3814201354980469,73,0.06243535876274109,0.36537390526478636,0.3739068242998421
0005_000265,0005,265,8,7,0.489633709192276,4,0.7421118021011353,4,0.7421118021011353,1,0.8767991065979004,0.3651491701602936,66,0.0647050067782402,12,0.3500857949256897,4,0.7443860769271851,4,0.7443860769271851,1,0.8509572148323059,0.39793339371681213,80,0.06832470744848251,0.36553881453197345,0.3526661746224037
0005_000266,0005,266,8,6,0.5952656269073486,5,0.6647260785102844,4,0.7563104033470154,1,0.8761491775512695,0.3826355040073395,72,0.06320899724960327,12,0.3605806529521942,6,0.6052569150924683,4,0.7546125650405884,1,0.8716636896133423,0.4122220575809479,80,0.06761717051267624,0.4209159714636277,0.4541102087531999
0005_000267,0005,267,8,10,0.4238252341747284,5,0.6848633885383606,4,0.7859604358673096,2,0.8496208786964417,0.4238252341747284,70,0.07190709561109543,11,0.3960963785648346,5,0.6777073740959167,4,0.7821115255355835,2,0.845894455909729,0.4256507456302643,83,0.06548565626144409,0.3766790778332664,0.3832177052458013
0005_000268,0005,268,8,9,0.4368039667606354,6,0.5868618488311768,4,0.7182356119155884,2,0.8302072882652283,0.402468740940094,73,0.07312079519033432,14,0.3438397943973541,6,0.5873186588287354,3,0.7837543487548828,1,0.8900486826896667,0.43122321367263794,89,0.07051225006580353,0.32274982986735873,0.3578863576026644
0005_000269,0005,269,8,11,0.43918541073799133,7,0.6014200448989868,4,0.7689173221588135,2,0.8150188326835632,0.4721336364746094,68,0.08533947169780731,17,0.33698609471321106,7,0.5943931341171265,4,0.7399945259094238,2,0.788642942905426,0.4827766418457031,73,0.09142189472913742,0.36858282710867274,0.36938554376100213
0005_000270,0005,270,7,10,0.44961491227149963,7,0.5705193281173706,4,0.706413745880127,2,0.7820612788200378,0.44961491227149963,63,0.08057084679603577,12,0.36839455366134644,6,0.5857059359550476,4,0.7004176378250122,2,0.7773096561431885,0.41892966628074646,78,0.06778398901224136,0.46415137722898736,0.4689966605298844
0005_000271,0005,271,7,8,0.47519296407699585,5,0.6405653953552246,4,0.7272151708602905,2,0.7934750318527222,0.3941046893596649,61,0.0717245563864708,10,0.3926350772380829,4,0.695018470287323,4,0.695018470287323,1,0.755104124546051,0.3926350772380829,84,0.05709559842944145,0.5373028501266571,0.5823614529270478
0005_000272,0005,272,7,8,0.49028927087783813,5,0.6778082251548767,4,0.7463757395744324,2,0.8165920972824097,0.40519753098487854,68,0.06829904019832611,11,0.40240609645843506,7,0.5629569292068481,4,0.74702388048172,2,0.8191932439804077,0.43258315324783325,82,0.06684587895870209,0.467543462000103,0.5012762691965191
0005_000273,0005,273,7,9,0.43548256158828735,4,0.7559547424316406,4,0.7559547424316406,2,0.8157230615615845,0.39999696612358093,66,0.06711021810770035,10,0.4296219050884247,6,0.5973963141441345,4,0.7594478130340576,2,0.8120129108428955,0.4296219050884247,80,0.07060476392507553,0.5387794557720279,0.49744625413923255
0005_000274,0005,274,7,6,0.5937862992286682,5,0.6750065684318542,4,0.7663129568099976,1,0.9019913673400879,0.3872394561767578,61,0.0744299367070198,11,0.38846880197525024,6,0.6093551516532898,4,0.7650665640830994,2,0.8266991376876831,0.41698509454727173,75,0.06972259283065796,0.41563083597016687,0.42699343098057485
0005_000275,0005,275,6,8,0.4305131733417511,5,0.5991891026496887,3,0.7848863005638123,1,0.905479371547699,0.36003708839416504,68,0.06558141112327576,8,0.4624200463294983,6,0.5576267838478088,3,0.7693822383880615,1,0.9080823659896851,0.3873210847377777,80,0.06149210408329964,0.3778462221968271,0.4068317782011685
0005_000276,0005,276,6,10,0.4061640799045563,7,0.5110580921173096,2,0.8341604471206665,2,0.8341604471206665,0.4061640799045563,64,0.07647191733121872,11,0.42879652976989746,9,0.4932618737220764,3,0.7220326662063599,2,0.8146368265151978,0.4599178433418274,71,0.08571988344192505,0.375711076545436,0.3688887849411655
0005_000277,0005,277,5,11,0.3652138411998749,7,0.49378764629364014,4,0.6140580177307129,1,0.8110885620117188,0.390708327293396,59,0.0800185278058052,11,0.4056476354598999,8,0.5012294054031372,4,0.6401418447494507,1,0.8349876999855042,0.4341183602809906,69,0.07964400947093964,0.5315666652810139,0.4857804841379658
0005_000278,0005,278,5,9,0.44780126214027405,7,0.5406064987182617,4,0.6603505611419678,1,0.839400589466095,0.41076764464378357,55,0.0887606143951416,11,0.44265666604042053,9,0.5085448622703552,5,0.6407273411750793,1,0.8252391815185547,0.47423574328422546,71,0.08234834671020508,0.6127878775876957,0.6415900887802983
0005_000279,0005,279,5,8,0.4874612092971802,6,0.5919570922851562,4,0.7067484855651855,1,0.8868918418884277,0.40785080194473267,73,0.06841596215963364,10,0.46630215644836426,7,0.5889775156974792,4,0.7189513444900513,1,0.888879656791687,0.46630215644836426,90,0.06583396345376968,0.6091188622460405,0.6276522107797732
0005_000280,0005,280,5,9,0.45422205328941345,6,0.6102157831192017,4,0.7265538573265076,2,0.8131380081176758,0.41796156764030457,79,0.06650492548942566,10,0.4656483829021454,7,0.6018856763839722,5,0.7021669149398804,2,0.8125506639480591,0.4656483829021454,99,0.05972452461719513,0.6061055240999544,0.5873342621372315
0005_000281,0005,281,5,5,0.6186586618423462,4,0.7476009130477905,4,0.7476009130477905,2,0.8538528680801392,0.34074971079826355,75,0.05175156891345978,7,0.5289691090583801,5,0.6806325912475586,4,0.7562505006790161,2,0.843604564666748,0.39628252387046814,86,0.05585624277591705,0.5640921413825628,0.5387076928898141
0005_000282,0005,282,5,8,0.372970312833786,3,0.7546061873435974,3,0.7546061873435974,1,0.8959699273109436,0.31111741065979004,63,0.055471647530794144,5,0.5545340776443481,4,0.6599234938621521,3,0.7681428790092468,1,0.9006235599517822,0.3162693679332733,83,0.04552620276808739,0.45771621647168387,0.43389000021737073
0005_000283,0005,283,5,5,0.5942485928535461,4,0.7111927270889282,4,0.7111927270889282,2,0.8160655498504639,0.3240959346294403,69,0.05477127432823181,8,0.4157375693321228,4,0.6904044151306152,3,0.7759984731674194,1,0.8902474045753479,0.3437438905239105,91,0.045503880828619,0.3835000019494307,0.37247641701533596
0005_000284,0005,284,4,7,0.4827409088611603,5,0.6161543130874634,4,0.6691205501556396,1,0.774753212928772,0.3510695695877075,61,0.06195028871297836,9,0.40824663639068604,5,0.5780002474784851,4,0.628978967666626,1,0.7603365778923035,0.3769439160823822,76,0.057474859058856964,0.5757500004135072,0.5216256038993597
0005_000285,0005,285,4,6,0.5751953125,5,0.6506057381629944,4,0.7118479609489441,2,0.7780303955078125,0.37873244285583496,70,0.06320445984601974,10,0.4098501205444336,6,0.586056113243103,4,0.6988227963447571,1,0.7885817885398865,0.4098501205444336,80,0.06174261495471001,0.4938774201851338,0.4641459630466997
0005_000286,0005,286,4,6,0.5157070159912109,5,0.589800238609314,4,0.64771968126297,1,0.8333215713500977,0.33756813406944275,66,0.059809114784002304,8,0.42971980571746826,5,0.5993148684501648,3,0.6939592361450195,1,0.8191248178482056,0.36029213666915894,87,0.05062415823340416,0.43877451111748816,0.44290697843953974
0005_000287,0005,287,3,5,0.42223629355430603,3,0.5789448022842407,2,0.7352439165115356,1,0.8718758821487427,0.2273532897233963,54,0.045731157064437866,6,0.3731965720653534,2,0.7425181865692139,2,0.7425181865692139,1,0.8348508477210999,0.2444113790988922,74,0.039516348391771317,0.5221396789967965,0.5216178064512134
0005_000288,0005,288,3,4,0.48895391821861267,3,0.6022571325302124,2,0.7011995315551758,1,0.8831164240837097,0.21891002357006073,65,0.03786567598581314,6,0.3755171298980713,3,0.5847519636154175,2,0.71089768409729,1,0.8711649179458618,0.2520913779735565,83,0.03771723434329033,0.5915500009278954,0.5801187996576126
0005_000289,0005,289,3,2,0.6902140378952026,2,0.6902140378952026,2,0.6902140378952026,1,0.8400179147720337,0.1640608161687851,67,0.027691353112459183,3,0.4784592390060425,2,0.6665221452713013,1,0.9022731184959412,1,0.9022731184959412,0.1649603545665741,70,0.027459416538476944,0.7227254845270947,0.6470350005538018
0005_000290,0005,290,2,2,0.7646587491035461,2,0.7646587491035461,2,0.7646587491035461,1,0.9031765460968018,0.20216131210327148,46,0.04722360894083977,3,0.5488326549530029,2,0.7696464657783508,2,0.7696464657783508,1,0.910474956035614,0.19389459490776062,59,0.037104733288288116,0.7998571429476142,0.750312500158325
0005_000291,0005,291,2,2,0.7806994318962097,2,0.7806994318962097,2,0.7806994318962097,1,0.8944233655929565,0.18055902421474457,54,0.0365966372191906,2,0.7908898591995239,2,0.7908898591995239,2,0.7908898591995239,1,0.8949341773986816,0.19338358938694,63,0.035972561687231064,0.7484423078019172,0.7479677418619395
0005_000292,0005,292,1,1,0.6563661694526672,1,0.6563661694526672,1,0.6563661694526672,0,nan,0.09025047719478607,47,0.022530915215611458,1,0.6751342415809631,1,0.6751342415809631,1,0.6751342415809631,0,nan,0.10399775952100754,67,0.020438671112060547,0.597,0.597
0005_000293,0005,293,1,1,0.5704070329666138,1,0.5704070329666138,1,0.5704070329666138,0,nan,0.08373218774795532,50,0.019269108772277832,2,0.3466000556945801,1,0.5804191827774048,1,0.5804191827774048,0,nan,0.10731013864278793,69,0.01987053081393242,0.49749999999999994,0.49749999999999994
0005_000294,0005,294,1,4,0.30843695998191833,2,0.4778464138507843,1,0.6985498070716858,0,nan,0.16081009805202484,54,0.03625604137778282,8,0.21969041228294373,1,0.6684069633483887,1,0.6684069633483887,0,nan,0.19446738064289093,71,0.03613816574215889,0.49749999999999994,0.597
0005_000295,0005,295,1,2,0.3972519040107727,1,0.6596873998641968,1,0.6596873998641968,0,nan,0.10676224529743195,43,0.02839895524084568,4,0.28257322311401367,1,0.6438844799995422,1,0.6438844799995422,0,nan,0.13841550052165985,55,0.029744567349553108,0.6965,0.6965
0005_000296,0005,296,1,1,0.6131664514541626,1,0.6131664514541626,1,0.6131664514541626,0,nan,0.10783672332763672,51,0.024816356599330902,4,0.2662782669067383,1,0.6143779754638672,1,0.6143779754638672,0,nan,0.1360413134098053,60,0.027862021699547768,0.597,0.6965
0006_000000,0006,0,1,4,0.49082162976264954,3,0.6123493909835815,2,0.7289450168609619,1,0.8594399094581604,0.23647962510585785,124,0.026565106585621834,4,0.4850972890853882,3,0.6094603538513184,2,0.7150336503982544,1,0.8871293067932129,0.2307298183441162,107,0.03032294474542141,0.8955,0.8955
0006_000001,0006,1,1,5,0.4259507358074188,3,0.6316986083984375,2,0.7330905199050903,1,0.8392824530601501,0.2455085813999176,124,0.027328507974743843,4,0.49819695949554443,3,0.6250061988830566,2,0.7222728729248047,1,0.8773949146270752,0.23616734147071838,113,0.028987929224967957,0.8955,0.8955
0006_000002,0006,2,1,4,0.5359740257263184,3,0.6679424047470093,2,0.7698463201522827,1,0.8933433890342712,0.25457796454429626,124,0.028653062880039215,4,0.509553074836731,3,0.6450181007385254,2,0.7319204807281494,1,0.892159104347229,0.24445317685604095,114,0.030474167317152023,0.9949999999999999,0.9949999999999999
0006_000003,0006,3,1,4,0.5385086536407471,3,0.6752378344535828,2,0.7724325656890869,1,0.8906951546669006,0.2553115487098694,124,0.029532236978411674,3,0.6472988128662109,3,0.6472988128662109,2,0.7227749228477478,1,0.87200927734375,0.2460789978504181,113,0.031057439744472504,0.8955,0.8955
0006_000004,0006,4,2,6,0.41510456800460815,4,0.5665016174316406,2,0.7700672149658203,1,0.9138004779815674,0.2775607407093048,126,0.031321194022893906,5,0.45563945174217224,4,0.5441715121269226,2,0.7327154874801636,1,0.9093912839889526,0.2645295262336731,137,0.028250370174646378,0.601710527855903,0.5696160746691747
0006_000005,0006,5,2,6,0.40755900740623474,4,0.5558735132217407,2,0.763384222984314,1,0.8963374495506287,0.2751378118991852,139,0.029162682592868805,5,0.45455828309059143,4,0.5360259413719177,2,0.7220034003257751,1,0.8806178569793701,0.26455095410346985,147,0.027994658797979355,0.547645161241293,0.4810333358580248
0006_000006,0006,6,2,6,0.40876683592796326,4,0.5578485131263733,2,0.754979133605957,1,0.8686684370040894,0.2799992561340332,138,0.03033294528722763,5,0.4471762776374817,3,0.6332513093948364,2,0.7218379974365234,1,0.8649952411651611,0.2658180296421051,138,0.028878550976514816,0.5004347826912999,0.4997777778059245
0006_000007,0006,7,2,6,0.2761835753917694,3,0.4307812452316284,1,0.623384952545166,0,nan,0.19959282875061035,145,0.024006405845284462,6,0.30255699157714844,2,0.5350890159606934,1,0.5836847424507141,0,nan,0.21304070949554443,137,0.02592003531754017,0.2885500035583973,0.363328575130552
0006_000008,0006,8,1,4,0.3088427782058716,2,0.5123406648635864,1,0.6156479120254517,0,nan,0.16948719322681427,140,0.022038534283638,3,0.3944966793060303,2,0.5229172706604004,1,0.5780364871025085,0,nan,0.1689928025007248,133,0.022739460691809654,0.15754166765511035,0.16583333345688878
0006_000009,0006,9,1,6,0.2367883175611496,2,0.48958122730255127,1,0.6090017557144165,0,nan,0.17291787266731262,142,0.021839402616024017,4,0.3296874761581421,2,0.5099706053733826,1,0.5745339393615723,0,nan,0.17415618896484375,131,0.02353929728269577,0.597,0.597
0006_000010,0006,10,1,4,0.30014511942863464,2,0.49606162309646606,1,0.6110048890113831,0,nan,0.16360002756118774,133,0.022113487124443054,3,0.38529229164123535,2,0.5168319940567017,1,0.5746316313743591,0,nan,0.16385102272033691,135,0.02239934168756008,0.273625,0.39799999999999996
0006_000011,0006,11,1,8,0.2439359426498413,3,0.4369470775127411,1,0.6043626666069031,0,nan,0.21200065314769745,144,0.025527209043502808,5,0.31449079513549805,3,0.43009814620018005,1,0.5652949810028076,0,nan,0.1949847936630249,142,0.02497257851064205,0.796,0.9949999999999999
0006_000012,0006,12,1,4,0.30608418583869934,2,0.5043687224388123,1,0.6142114400863647,0,nan,0.16442248225212097,140,0.020944932475686073,3,0.3909890055656433,2,0.5250962972640991,1,0.5752182602882385,0,nan,0.1653074473142624,140,0.022144317626953125,0.34825,0.1119375
0006_000013,0006,13,1,5,0.2578299045562744,2,0.4881686270236969,1,0.6019386649131775,0,nan,0.159605473279953,138,0.02011004649102688,3,0.38416582345962524,2,0.5066856741905212,1,0.5675797462463379,0,nan,0.163849875330925,134,0.022223668172955513,0.071071431748569,0.0373125
0006_000014,0006,14,1,4,0.2930034399032593,2,0.4831562638282776,1,0.6040686964988708,0,nan,0.15784309804439545,133,0.020119713619351387,3,0.38368743658065796,2,0.5116987228393555,1,0.5767240524291992,0,nan,0.1621156483888626,131,0.021787220612168312,0.0,0.0
0006_000015,0006,15,1,4,0.30634698271751404,2,0.5023627877235413,1,0.6124210357666016,0,nan,0.16693884134292603,133,0.021408841013908386,3,0.3868526816368103,2,0.5180423259735107,1,0.5756756067276001,0,nan,0.164743110537529,131,0.02250608056783676,0.0,0.0
0006_000016,0006,16,1,3,0.3665403723716736,2,0.49612945318222046,1,0.6084436774253845,0,nan,0.16131691634655,137,0.01993848942220211,3,0.38553375005722046,2,0.5128301382064819,1,0.5723682045936584,0,nan,0.16348077356815338,135,0.021486427634954453,0.04422222255170345,0.0
0006_000017,0006,17,1,3,0.36289677023887634,2,0.49155908823013306,1,0.610514223575592,0,nan,0.15782658755779266,131,0.02024679258465767,3,0.3825852870941162,2,0.5138857960700989,1,0.5759257674217224,0,nan,0.15933667123317719,123,0.022658998146653175,0.06633333382755517,0.0
0006_000018,0006,18,1,3,0.37170249223709106,2,0.5072821378707886,1,0.6154357194900513,0,nan,0.16549253463745117,141,0.019901372492313385,3,0.390944242477417,2,0.5216149687767029,1,0.5782116651535034,0,nan,0.1649160534143448,130,0.02172459289431572,0.009950000148266556,0.0
0006_000019,0006,19,1,3,0.36180877685546875,2,0.4915738105773926,1,0.6067599654197693,0,nan,0.16314846277236938,138,0.02066655270755291,3,0.3850889205932617,2,0.51244056224823,1,0.5730004906654358,0,nan,0.16270078718662262,136,0.0213946420699358,0.0,0.0
0006_000020,0006,20,1,4,0.2986599802970886,2,0.49223652482032776,1,0.613822877407074,0,nan,0.16175775229930878,136,0.020379509776830673,3,0.3850744664669037,2,0.5154560804367065,1,0.5804463028907776,0,nan,0.1626221239566803,131,0.022182071581482887,0.0,0.0
0006_000021,0006,21,1,3,0.36879390478134155,2,0.49796921014785767,1,0.6104758977890015,0,nan,0.1638316810131073,139,0.02042829431593418,3,0.38604438304901123,2,0.5131384134292603,1,0.5730674266815186,0,nan,0.16356396675109863,136,0.020883727818727493,0.0,0.041458334568887936
0006_000022,0006,22,1,4,0.2936425805091858,2,0.48389074206352234,1,0.6080383062362671,0,nan,0.1617833971977234,138,0.020831573754549026,3,0.3833158612251282,2,0.5098654627799988,1,0.5711444616317749,0,nan,0.1634131222963333,135,0.021793704479932785,0.0,0.014214286349713801
0006_000023,0006,23,1,4,0.30278605222702026,2,0.49976974725723267,1,0.6160673499107361,0,nan,0.16435399651527405,136,0.02105139009654522,3,0.39366769790649414,2,0.525625467300415,1,0.583254337310791,0,nan,0.16616110503673553,134,0.021482521668076515,0.0,0.0
0006_000024,0006,24,1,3,0.36413687467575073,2,0.49580633640289307,1,0.6079098582267761,0,nan,0.16205120086669922,144,0.019825320690870285,3,0.3835626244544983,2,0.5080657601356506,1,0.5708710551261902,0,nan,0.16256499290466309,137,0.02114439383149147,0.1326666706204414,0.059700000889599335
0006_000025,0006,25,1,3,0.35112786293029785,2,0.47536540031433105,1,0.6030505299568176,0,nan,0.1597997546195984,143,0.020364699885249138,3,0.37345123291015625,2,0.49860048294067383,1,0.5690805912017822,0,nan,0.16116468608379364,138,0.02170478366315365,0.1326666706204414,0.12935000118613244
0006_000026,0006,26,1,3,0.3560342788696289,2,0.48078417778015137,1,0.606957197189331,0,nan,0.16323746740818024,144,0.02107507921755314,3,0.3765723705291748,2,0.49988722801208496,1,0.57390296459198,0,nan,0.16163043677806854,137,0.021782083436846733,0.20895000088959934,0.17688889391347762
